,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
D15M68,H,B,H,A,B,A,H,A,H,A,H,A,B,A,A,A,H,A,B,H,H,A,B,H,H,B,B,H,H,H,H,H,A,H,H,A,H,B,B,-,A,H,H,A,A,-,B,H,H,H,B,H,A,H,A,A,H,B,B,A,B,H,B,A,B,B,A,H,B,B,H,A,H,H,B,H,H,A,B,H,A,H,B,B,A,H,B,H,B,H,B,A,A,A,H,H,H,H,B,A,A,H,B,H,B,-,H,B,H,H,B,H,H,B,A,A,A,H,B
D15M239,H,B,H,A,B,A,H,A,H,A,H,H,B,A,A,A,H,A,B,H,H,A,B,H,H,B,B,H,H,H,H,H,A,H,H,A,H,B,B,H,A,H,H,A,A,H,B,H,H,H,B,H,A,H,A,A,H,B,B,A,B,H,B,A,B,H,A,H,B,B,H,A,H,H,B,H,H,A,B,H,A,H,B,B,A,H,B,H,B,H,B,A,A,A,H,H,H,H,B,A,A,H,B,H,B,H,H,B,H,H,H,H,H,B,A,A,A,H,B
D15M241,H,B,A,A,B,A,H,A,H,A,H,H,B,A,A,A,H,A,H,H,H,A,B,B,H,B,B,H,B,H,B,H,A,H,H,A,H,B,B,H,A,H,H,H,A,H,-,A,A,H,B,H,A,H,A,A,H,B,B,A,B,H,H,A,B,H,A,A,-,B,-,A,H,H,B,H,H,A,B,H,A,H,-,H,A,H,-,H,H,H,B,H,A,A,H,H,H,H,B,A,A,A,B,H,B,H,H,B,H,H,H,H,H,B,A,A,A,H,B
D15M34,H,B,A,A,B,-,H,A,H,H,H,H,B,-,A,-,H,-,H,H,H,A,B,B,H,H,B,B,B,H,H,H,A,H,A,A,H,H,B,-,A,B,B,H,-,H,B,A,A,B,-,B,A,B,A,A,H,B,-,A,H,B,-,A,B,B,A,A,-,B,-,A,H,H,B,H,H,-,B,B,A,A,H,H,A,H,B,A,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D16M154,H,B,A,A,H,B,B,H,B,B,B,B,H,H,B,B,A,H,H,H,A,A,A,H,B,A,H,H,A,A,H,H,A,H,H,A,B,H,A,A,H,B,B,A,A,B,H,H,A,A,H,B,A,B,H,H,B,B,H,H,H,B,A,A,A,B,H,B,H,H,A,H,H,B,B,A,A,H,H,B,H,B,A,H,H,B,B,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D16M4,H,B,H,B,H,H,B,B,B,B,B,H,A,H,B,H,A,B,H,H,A,A,A,H,B,A,B,H,A,H,H,H,A,A,H,H,B,H,A,A,H,B,B,A,A,B,H,B,A,A,H,B,A,B,H,-,H,H,H,H,H,B,H,A,A,H,B,B,H,H,H,B,A,B,H,A,H,A,H,H,H,B,H,B,H,B,B,A,A,A,H,B,A,A,H,H,B,A,A,A,H,A,H,B,H,B,H,H,H,B,B,H,A,A,H,H,H,H,H
D16M139,H,B,H,B,H,H,B,B,B,B,B,H,A,H,B,H,A,B,A,A,H,A,A,B,B,A,B,H,A,B,H,H,A,A,H,B,B,H,A,A,H,B,B,A,A,B,H,B,A,H,H,H,A,H,H,H,H,H,H,H,H,B,H,A,H,H,B,B,H,H,H,-,A,H,A,A,H,A,H,H,A,B,H,H,H,A,B,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D16M86,A,B,B,B,H,H,B,B,H,H,H,H,A,H,H,A,A,B,A,A,H,H,A,B,B,A,B,H,H,B,H,H,A,A,H,B,B,H,A,H,H,H,B,A,H,B,H,B,A,H,A,H,A,H,A,H,B,H,H,H,A,B,B,H,H,H,B,B,H,H,H,H,H,H,A,H,H,H,A,B,A,H,H,H,H,A,H,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D17M260,H,A,A,A,H,H,H,A,A,H,H,H,B,H,B,A,A,B,H,B,H,H,H,H,H,A,B,H,H,H,A,H,H,B,A,H,H,B,H,A,B,H,H,A,H,H,A,A,B,H,H,H,A,A,B,A,B,H,H,H,B,H,H,H,H,A,B,B,H,H,H,H,H,H,H,B,B,H,A,B,B,B,A,H,B,A,A,B,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D17M66,H,A,H,A,H,A,H,A,A,B,H,H,B,H,B,A,H,B,H,B,H,H,H,H,H,A,B,H,H,H,A,H,A,B,A,H,H,B,H,A,B,H,H,H,A,H,A,A,B,H,H,H,A,A,H,A,B,B,B,H,B,H,H,H,H,H,B,H,H,H,B,H,H,H,H,H,B,B,A,B,H,B,B,H,B,A,B,H,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D17M88,H,A,H,A,H,A,H,H,A,B,H,H,B,H,H,A,H,-,H,B,H,H,H,H,B,A,B,H,H,H,H,H,H,B,A,H,H,B,H,A,B,H,H,-,A,-,A,A,B,H,B,H,H,A,H,A,B,B,B,H,H,H,H,H,A,H,B,H,H,H,B,H,H,H,H,H,B,B,A,B,H,H,B,H,B,A,B,H,B,-,-,-,B,-,-,-,A,-,A,H,-,H,-,H,H,A,B,H,-,H,A,H,A,A,-,-,B,B,H
D17M129,H,A,B,H,B,H,H,H,A,B,H,H,B,H,H,A,H,H,B,H,-,H,B,B,H,A,H,A,B,B,H,A,H,B,A,H,H,B,H,A,B,H,-,H,A,H,H,A,H,H,B,H,H,A,H,A,H,B,B,H,H,A,H,B,A,H,B,A,H,H,B,B,A,H,A,H,H,B,H,H,A,H,B,B,B,A,B,H,H,B,B,H,B,A,A,B,H,B,A,H,H,A,B,H,H,A,A,-,H,A,H,H,H,A,H,H,H,B,B
D18M94,B,H,A,A,H,H,A,B,A,A,H,H,A,B,B,A,H,H,A,H,H,A,A,H,H,A,A,A,H,A,A,B,H,B,H,H,B,H,A,A,B,B,A,A,B,B,B,H,H,H,H,A,H,H,B,A,H,B,B,H,H,H,H,B,H,B,A,H,A,H,A,H,H,A,H,H,H,B,B,A,A,A,H,H,H,A,H,A,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D18M58,B,H,A,A,H,H,A,B,A,A,H,H,A,B,-,-,H,H,A,H,-,A,A,H,H,H,A,A,H,A,A,B,H,B,H,H,B,-,A,A,B,B,A,-,B,B,B,H,H,H,H,A,H,H,B,A,H,B,B,H,H,H,H,B,H,B,A,H,A,H,A,H,H,A,H,H,H,B,B,A,A,A,H,H,H,A,B,A,H,H,B,A,H,H,-,A,A,A,H,H,H,B,B,H,H,B,H,B,H,B,-,A,H,H,B,H,H,H,H
D18M106,H,B,A,A,H,B,-,-,A,A,H,H,-,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A,H,H,B,H,H,B,B,A,H,A,H,A,H,H,H,-,-,B,A,H,A,H,H,H,-,A,H,H,A,A,B,A,A,A,H,H,H,A,B,H,H,A,H,A,B,H,B,H,A,A,H,H,-,H,B,H,B,B,H,H,H,B,H,H,A,H,B,A,H,H,H
D18M186,H,B,A,A,H,B,H,B,A,A,H,H,H,B,B,A,B,H,A,H,H,A,A,B,H,H,A,A,H,A,A,H,H,B,H,A,B,H,A,H,B,B,H,A,B,B,H,A,H,H,B,B,H,H,B,A,H,A,H,A,H,H,H,B,H,B,A,H,A,H,H,H,A,A,H,B,A,A,B,A,H,A,H,H,H,A,B,H,B,A,H,A,B,H,B,H,A,A,H,B,H,H,B,H,B,B,H,H,H,B,H,A,A,H,B,A,B,H,H
D19M68,A,H,B,H,A,B,H,H,H,B,A,A,H,H,B,H,H,B,B,H,A,A,H,H,B,H,B,H,H,H,H,H,B,H,H,H,H,A,H,B,B,B,A,A,H,H,H,H,B,A,H,A,H,H,H,B,A,H,A,B,A,B,B,H,B,H,A,A,H,B,H,B,H,A,A,H,H,A,B,H,H,A,B,A,A,H,H,A,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D19M117,H,H,H,A,A,B,H,H,B,H,A,A,B,H,B,-,-,B,B,H,A,A,H,B,B,H,H,H,H,H,H,H,H,A,H,H,H,A,A,-,-,B,A,A,A,H,H,A,B,A,H,A,H,H,H,H,A,H,H,H,A,A,B,H,H,A,A,A,H,B,H,B,B,A,H,H,H,A,B,H,H,H,B,A,B,H,H,A,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D19M65,H,A,H,A,A,A,H,H,B,H,H,A,-,H,B,A,H,B,B,H,A,H,H,H,H,B,H,H,H,H,H,H,H,A,A,H,H,B,A,H,B,B,A,H,A,H,-,A,H,H,A,A,H,A,H,H,A,H,H,H,A,A,B,A,H,H,A,A,B,B,H,H,B,A,B,A,H,A,B,H,H,B,B,A,B,B,H,A,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
D19M10,C,A,C,C,C,A,C,A,C,C,C,A,C,A,C,A,A,-,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,C,A,C,C,C,A,C,A,C,C,A,C,C,A,A,C,A,C,C,A,C,C,C,A,A,C,A,C,C,A,C,C,C,C,C,C,C,C,A,C,A,C,C,A,C,C,A,C,C,C,C,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DXM186,H,H,H,A,A,H,A,A,H,A,H,H,A,A,A,A,A,A,A,H,H,A,H,A,-,A,H,A,H,H,H,H,H,A,A,A,A,H,A,A,A,A,H,H,A,A,H,A,A,A,H,H,A,A,H,H,A,A,A,A,A,H,H,H,A,A,H,H,H,H,H,A,H,H,A,A,H,H,H,H,H,A,A,A,A,A,H,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,H,H,A,A,A,A,H,H,A,A,A,A,A,H,H,A
DXM64,H,H,A,A,H,H,-,H,A,H,H,H,H,A,A,H,A,H,H,A,A,A,H,A,H,A,A,H,H,H,H,H,H,H,A,H,A,H,H,H,A,H,H,H,A,-,-,H,A,A,H,A,H,A,H,H,H,A,A,A,-,H,H,H,A,A,H,H,A,A,H,H,H,H,H,A,A,H,H,A,H,A,A,A,A,H,A,A,H,A,H,A,A,H,H,H,-,A,A,A,A,A,H,H,H,H,A,A,A,H,H,A,H,A,A,H,H,A,A
